Giver	Year	Recipient	Points
Sweden	2000	Turkey	1
Sweden	2000	Ireland	4
Sweden	2001	Bosnia-Herzegovina	4
Sweden	2001	Lithuania	1
Sweden	2001	Spain	5
Sweden	2001	France	6
Sweden	2001	Slovenia	7
Sweden	2001	Poland	2
Sweden	2001	Estonia	8
Sweden	2001	Malta	3
Sweden	2001	Greece	12
Sweden	2001	Denmark	10
Sweden	2002	Cyprus	1
Sweden	2002	United Kingdom	2
Sweden	2002	Spain	7
Sweden	2002	Estonia	12
Sweden	2002	Finland	10
Sweden	2002	Bosnia-Herzegovina	6
Sweden	2002	Belgium	3
Sweden	2002	France	8
Sweden	2002	Malta	4
Sweden	2002	Latvia	5
Sweden	2003	Iceland	7
Sweden	2003	Austria	6
Sweden	2003	Turkey	8
Sweden	2003	Germany	10
Sweden	2003	Russia	2
Sweden	2003	Spain	4
Sweden	2003	Netherlands	5
Sweden	2003	Norway	12
Sweden	2003	Poland	3
Sweden	2003	Romania	1
Sweden	2004	Norway	3
Sweden	2004	Serbia & Montenegro	12
Sweden	2004	Albania	7
Sweden	2004	Ukraine	10
Sweden	2004	Bosnia-Herzegovina	8
Sweden	2004	Greece	4
Sweden	2004	Poland	1
Sweden	2004	United Kingdom	2
Sweden	2004	Cyprus	6
Sweden	2004	Turkey	5
Sweden	2005	Malta	6
Sweden	2005	Romania	2
Sweden	2005	Norway	8
Sweden	2005	Israel	1
Sweden	2005	Serbia & Montenegro	4
Sweden	2005	Denmark	10
Sweden	2005	Greece	12
Sweden	2005	Bosnia-Herzegovina	7
Sweden	2005	Switzerland	5
Sweden	2005	Latvia	3
Sweden	2006	Norway	2
Sweden	2006	Denmark	8
Sweden	2006	Russia	7
Sweden	2006	Romania	6
Sweden	2006	Bosnia-Herzegovina	10
Sweden	2006	Lithuania	3
Sweden	2006	Greece	4
Sweden	2006	Finland	12
Sweden	2006	Ukraine	1
Sweden	2006	Ireland	5
Sweden	2007	Serbia	10
Sweden	2007	Ukraine	3
Sweden	2007	Russia	5
Sweden	2007	Turkey	7
Sweden	2007	Greece	4
Sweden	2007	Hungary	8
Sweden	2007	Moldova	2
Sweden	2007	Bosnia-Herzegovina	6
Sweden	2007	Finland	12
Sweden	2007	Germany	1
Sweden	2008	Armenia	2
Sweden	2008	Bosnia-Herzegovina	10
Sweden	2008	Finland	7
Sweden	2008	Iceland	8
Sweden	2008	Latvia	3
Sweden	2008	Denmark	5
Sweden	2008	France	4
Sweden	2008	Greece	1
Sweden	2008	Serbia	6
Sweden	2008	Norway	12
Sweden	2009	Iceland	10
Sweden	2009	Greece	2
Sweden	2009	Armenia	3
Sweden	2009	Azerbaijan	8
Sweden	2009	Bosnia-Herzegovina	5
Sweden	2009	Estonia	7
Sweden	2009	Turkey	6
Sweden	2009	Albania	1
Sweden	2009	Norway	12
Sweden	2009	Finland	4
Sweden	2010	Norway	4
Sweden	2010	Cyprus	3
Sweden	2010	Belgium	2
Sweden	2010	Serbia	7
Sweden	2010	Georgia	6
Sweden	2010	Turkey	5
Sweden	2010	Romania	10
Sweden	2010	Armenia	1
Sweden	2010	Germany	12
Sweden	2010	Denmark	8
Switzerland	1975	Netherlands	6
Switzerland	1975	Ireland	7
Switzerland	1975	France	3
Switzerland	1975	United Kingdom	8
Switzerland	1975	Malta	4
Switzerland	1975	Israel	2
Switzerland	1975	Finland	12
Switzerland	1975	Spain	5
Switzerland	1975	Sweden	1
Switzerland	1975	Italy	10
Switzerland	1976	United Kingdom	12
Switzerland	1976	Germany	2
Switzerland	1976	Israel	7
Switzerland	1976	Belgium	6
Switzerland	1976	Netherlands	4
Switzerland	1976	Italy	8
Switzerland	1976	Austria	3
Switzerland	1976	Monaco	5
Switzerland	1976	France	10
Switzerland	1976	Yugoslavia	1
Switzerland	1977	Ireland	8
Switzerland	1977	Monaco	6
Switzerland	1977	Netherlands	7
Switzerland	1977	Portugal	4
Switzerland	1977	Greece	1
Switzerland	1977	Israel	10
Switzerland	1977	Spain	3
Switzerland	1977	Italy	2
Switzerland	1977	Finland	5
Switzerland	1977	France	12
Switzerland	1978	Ireland	7
Switzerland	1978	Italy	1
Switzerland	1978	France	6
Switzerland	1978	Spain	8
Switzerland	1978	United Kingdom	2
Switzerland	1978	Belgium	10
Switzerland	1978	Germany	3
Switzerland	1978	Monaco	5
Switzerland	1978	Greece	4
Switzerland	1978	Israel	12
Switzerland	1979	Portugal	4
Switzerland	1979	Denmark	1
Switzerland	1979	Ireland	6
Switzerland	1979	Finland	8
Switzerland	1979	Greece	7
Switzerland	1979	Israel	5
Switzerland	1979	France	10
Switzerland	1979	Luxembourg	3
Switzerland	1979	United Kingdom	2
Switzerland	1979	Spain	12
Switzerland	1980	Austria	4
Switzerland	1980	Italy	8
Switzerland	1980	Denmark	6
Switzerland	1980	Sweden	5
Switzerland	1980	Germany	7
Switzerland	1980	United Kingdom	10
Switzerland	1980	Portugal	2
Switzerland	1980	Netherlands	3
Switzerland	1980	France	1
Switzerland	1980	Ireland	12
Switzerland	1981	Luxembourg	6
Switzerland	1981	Israel	4
Switzerland	1981	Yugoslavia	10
Switzerland	1981	Finland	5
Switzerland	1981	France	12
Switzerland	1981	Spain	2
Switzerland	1981	Ireland	1
Switzerland	1981	United Kingdom	8
Switzerland	1981	Greece	7
Switzerland	1981	Cyprus	3
Switzerland	1982	Portugal	1
Switzerland	1982	United Kingdom	5
Switzerland	1982	Turkey	3
Switzerland	1982	Cyprus	8
Switzerland	1982	Sweden	4
Switzerland	1982	Belgium	2
Switzerland	1982	Spain	7
Switzerland	1982	Israel	10
Switzerland	1982	Ireland	6
Switzerland	1982	Germany	12
Switzerland	1983	France	10
Switzerland	1983	United Kingdom	8
Switzerland	1983	Sweden	5
Switzerland	1983	Finland	4
Switzerland	1983	Netherlands	12
Switzerland	1983	Cyprus	1
Switzerland	1983	Germany	2
Switzerland	1983	Israel	7
Switzerland	1983	Portugal	6
Switzerland	1983	Luxembourg	3
Switzerland	1984	Sweden	10
Switzerland	1984	France	4
Switzerland	1984	Spain	3
Switzerland	1984	Norway	2
Switzerland	1984	Ireland	12
Switzerland	1984	Denmark	1
Switzerland	1984	Netherlands	5
Switzerland	1984	Turkey	6
Switzerland	1984	Italy	7
Switzerland	1984	Portugal	8
Switzerland	1985	Ireland	5
Switzerland	1985	Finland	2
Switzerland	1985	Cyprus	3
Switzerland	1985	France	4
Switzerland	1985	Turkey	12
Switzerland	1985	Israel	7
Switzerland	1985	Norway	6
Switzerland	1985	United Kingdom	10
Switzerland	1985	Sweden	8
Switzerland	1985	Austria	1
Switzerland	1986	Luxembourg	2
Switzerland	1986	France	7
Switzerland	1986	Norway	6
Switzerland	1986	United Kingdom	4
Switzerland	1986	Turkey	8
Switzerland	1986	Spain	1
Switzerland	1986	Israel	5
Switzerland	1986	Belgium	10
Switzerland	1986	Sweden	12
Switzerland	1986	Denmark	3
Switzerland	1987	Norway	6
Switzerland	1987	Israel	8
Switzerland	1987	Italy	7
Switzerland	1987	Netherlands	10
Switzerland	1987	United Kingdom	5
Switzerland	1987	France	2
Switzerland	1987	Germany	1
Switzerland	1987	Cyprus	4
Switzerland	1987	Denmark	3
Switzerland	1987	Ireland	12
Switzerland	1988	United Kingdom	5
Switzerland	1988	Spain	6
Switzerland	1988	Netherlands	7
Switzerland	1988	Israel	10
Switzerland	1988	Ireland	4
Switzerland	1988	Denmark	1
Switzerland	1988	Luxembourg	12
Switzerland	1988	Italy	8
Switzerland	1988	France	3
Switzerland	1988	Yugoslavia	2
Switzerland	1989	Italy	2
Switzerland	1989	Israel	7
Switzerland	1989	Norway	1
Switzerland	1989	Sweden	3
Switzerland	1989	Austria	8
Switzerland	1989	Spain	10
Switzerland	1989	Cyprus	4
Switzerland	1989	Greece	12
Switzerland	1989	Germany	6
Switzerland	1989	Yugoslavia	5
Switzerland	1990	Spain	6
Switzerland	1990	Belgium	4
Switzerland	1990	Netherlands	3
Switzerland	1990	United Kingdom	10
Switzerland	1990	Iceland	7
Switzerland	1990	Israel	2
Switzerland	1990	Denmark	1
Switzerland	1990	France	12
Switzerland	1990	Ireland	5
Switzerland	1990	Italy	8
Switzerland	1991	Iceland	4
Switzerland	1991	Malta	6
Switzerland	1991	Sweden	10
Switzerland	1991	France	7
Switzerland	1991	Ireland	3
Switzerland	1991	Portugal	1
Switzerland	1991	Israel	8
Switzerland	1991	Spain	12
Switzerland	1991	United Kingdom	5
Switzerland	1991	Italy	2
Switzerland	1992	Israel	4
Switzerland	1992	Greece	10
Switzerland	1992	France	12
Switzerland	1992	Cyprus	2
Switzerland	1992	Malta	5
Switzerland	1992	Iceland	3
Switzerland	1992	United Kingdom	8
Switzerland	1992	Ireland	6
Switzerland	1992	Italy	7
Switzerland	1992	Netherlands	1
Switzerland	1993	Italy	1
Switzerland	1993	Germany	2
Switzerland	1993	Malta	7
Switzerland	1993	France	4
Switzerland	1993	Sweden	8
Switzerland	1993	Ireland	12
Switzerland	1993	United Kingdom	5
Switzerland	1993	Croatia	3
Switzerland	1993	Spain	6
Switzerland	1993	Norway	10
Switzerland	1994	Sweden	7
Switzerland	1994	Ireland	12
Switzerland	1994	Cyprus	2
Switzerland	1994	Iceland	3
Switzerland	1994	United Kingdom	8
Switzerland	1994	Portugal	5
Switzerland	1994	Malta	6
Switzerland	1994	Norway	1
Switzerland	1994	Hungary	4
Switzerland	1994	Poland	10
Switzerland	1996	Turkey	6
Switzerland	1996	United Kingdom	4
Switzerland	1996	Portugal	10
Switzerland	1996	Cyprus	5
Switzerland	1996	Croatia	1
Switzerland	1996	Greece	2
Switzerland	1996	Norway	7
Switzerland	1996	Netherlands	3
Switzerland	1996	Ireland	12
Switzerland	1996	Sweden	8
Switzerland	1997	Cyprus	4
Switzerland	1997	Turkey	6
Switzerland	1997	Ireland	7
Switzerland	1997	Italy	10
Switzerland	1997	Spain	8
Switzerland	1997	Germany	5
Switzerland	1997	Bosnia-Herzegovina	2
Switzerland	1997	Denmark	1
Switzerland	1997	France	3
Switzerland	1997	United Kingdom	12
Switzerland	1998	Croatia	5
Switzerland	1998	Spain	6
Switzerland	1998	Israel	10
Switzerland	1998	Germany	12
Switzerland	1998	Malta	8
Switzerland	1998	Ireland	2
Switzerland	1998	United Kingdom	3
Switzerland	1998	Netherlands	7
Switzerland	1998	Belgium	4
Switzerland	1998	Norway	1
Switzerland	2000	Russia	2
Switzerland	2000	Spain	1
Switzerland	2000	Denmark	10
Switzerland	2000	Germany	12
Switzerland	2000	Croatia	6
Switzerland	2000	Sweden	3
Switzerland	2000	Latvia	7
Switzerland	2000	Turkey	5
Switzerland	2000	Ireland	8
Switzerland	2000	Austria	4
Switzerland	2002	United Kingdom	6
Switzerland	2002	Austria	7
Switzerland	2002	Spain	12
Switzerland	2002	Croatia	5
Switzerland	2002	Israel	1
Switzerland	2002	France	10
Switzerland	2002	Germany	3
Switzerland	2002	Malta	4
Switzerland	2002	Slovenia	2
Switzerland	2002	Latvia	8
Switzerland	2004	Spain	6
Switzerland	2004	Serbia & Montenegro	12
Switzerland	2004	Germany	10
Switzerland	2004	Albania	7
Switzerland	2004	Croatia	3
Switzerland	2004	Bosnia-Herzegovina	5
Switzerland	2004	Macedonia	1
Switzerland	2004	Greece	4
Switzerland	2004	Cyprus	2
Switzerland	2004	Turkey	8
Switzerland	2005	Malta	3
Switzerland	2005	Turkey	6
Switzerland	2005	Albania	10
Switzerland	2005	Spain	4
Switzerland	2005	Israel	1
Switzerland	2005	Serbia & Montenegro	12
Switzerland	2005	Macedonia	2
Switzerland	2005	Croatia	8
Switzerland	2005	Greece	7
Switzerland	2005	Bosnia-Herzegovina	5
Switzerland	2006	Germany	7
Switzerland	2006	Macedonia	4
Switzerland	2006	Romania	1
Switzerland	2006	Bosnia-Herzegovina	12
Switzerland	2006	Greece	5
Switzerland	2006	Finland	8
Switzerland	2006	Croatia	6
Switzerland	2006	Ireland	3
Switzerland	2006	Sweden	2
Switzerland	2006	Turkey	10
Switzerland	2007	Serbia	12
Switzerland	2007	Ukraine	2
Switzerland	2007	Turkey	10
Switzerland	2007	Greece	4
Switzerland	2007	Hungary	3
Switzerland	2007	Bosnia-Herzegovina	8
Switzerland	2007	Macedonia	6
Switzerland	2007	Finland	1
Switzerland	2007	Germany	7
Switzerland	2007	Spain	5
Switzerland	2008	Albania	8
Switzerland	2008	Germany	2
Switzerland	2008	Bosnia-Herzegovina	7
Switzerland	2008	Israel	1
Switzerland	2008	Croatia	3
Switzerland	2008	Turkey	6
Switzerland	2008	Portugal	10
Switzerland	2008	Greece	5
Switzerland	2008	Spain	4
Switzerland	2008	Serbia	12
Switzerland	2009	Israel	1
Switzerland	2009	France	7
Switzerland	2009	Portugal	10
Switzerland	2009	Iceland	5
Switzerland	2009	Greece	2
Switzerland	2009	Bosnia-Herzegovina	4
Switzerland	2009	Turkey	12
Switzerland	2009	Albania	6
Switzerland	2009	Norway	8
Switzerland	2009	Spain	3
Turkey	1975	Netherlands	4
Turkey	1975	France	1
Turkey	1975	Luxembourg	5
Turkey	1975	Switzerland	7
Turkey	1975	Malta	2
Turkey	1975	Israel	6
Turkey	1975	Portugal	12
Turkey	1975	Spain	3
Turkey	1975	Sweden	8
Turkey	1975	Italy	10
Turkey	1978	Ireland	10
Turkey	1978	Italy	1
Turkey	1978	France	4
Turkey	1978	Spain	7
Turkey	1978	United Kingdom	6
Turkey	1978	Germany	8
Turkey	1978	Monaco	5
Turkey	1978	Luxembourg	2
Turkey	1978	Israel	12
Turkey	1978	Austria	3
Turkey	1980	Luxembourg	1
Turkey	1980	Italy	6
Turkey	1980	Sweden	8
Turkey	1980	Switzerland	2
Turkey	1980	Germany	10
Turkey	1980	United Kingdom	5
Turkey	1980	Portugal	4
Turkey	1980	Netherlands	12
Turkey	1980	France	3
Turkey	1980	Spain	7
Turkey	1981	Austria	6
Turkey	1981	Germany	12
Turkey	1981	Denmark	1
Turkey	1981	Yugoslavia	4
Turkey	1981	Spain	10
Turkey	1981	Netherlands	5
Turkey	1981	Ireland	3
Turkey	1981	United Kingdom	8
Turkey	1981	Belgium	7
Turkey	1981	Switzerland	2
Turkey	1982	Portugal	5
Turkey	1982	Luxembourg	3
Turkey	1982	United Kingdom	10
Turkey	1982	Switzerland	2
Turkey	1982	Austria	7
Turkey	1982	Belgium	6
Turkey	1982	Spain	8
Turkey	1982	Yugoslavia	4
Turkey	1982	Ireland	1
Turkey	1982	Germany	12
Turkey	1983	Norway	6
Turkey	1983	United Kingdom	5
Turkey	1983	Sweden	7
Turkey	1983	Italy	4
Turkey	1983	Finland	3
Turkey	1983	Netherlands	2
Turkey	1983	Yugoslavia	12
Turkey	1983	Denmark	1
Turkey	1983	Austria	10
Turkey	1983	Luxembourg	8
Turkey	1984	Sweden	3
Turkey	1984	Luxembourg	4
Turkey	1984	Spain	12
Turkey	1984	United Kingdom	1
Turkey	1984	Belgium	5
Turkey	1984	Ireland	10
Turkey	1984	Denmark	2
Turkey	1984	Yugoslavia	8
Turkey	1984	Finland	6
Turkey	1984	Italy	7
Turkey	1985	Ireland	5
Turkey	1985	Finland	3
Turkey	1985	Spain	12
Turkey	1985	France	1
Turkey	1985	Belgium	7
Turkey	1985	Portugal	2
Turkey	1985	Italy	8
Turkey	1985	United Kingdom	10
Turkey	1985	Switzerland	6
Turkey	1985	Sweden	4
Turkey	1986	Yugoslavia	3
Turkey	1986	United Kingdom	6
Turkey	1986	Iceland	2
Turkey	1986	Netherlands	7
Turkey	1986	Spain	8
Turkey	1986	Switzerland	10
Turkey	1986	Ireland	5
Turkey	1986	Belgium	12
Turkey	1986	Finland	1
Turkey	1986	Portugal	4
Turkey	1987	Belgium	4
Turkey	1987	Sweden	2
Turkey	1987	Italy	8
Turkey	1987	Netherlands	7
Turkey	1987	United Kingdom	3
Turkey	1987	Germany	6
Turkey	1987	Denmark	1
Turkey	1987	Ireland	10
Turkey	1987	Yugoslavia	12
Turkey	1987	Switzerland	5
Turkey	1988	United Kingdom	12
Turkey	1988	Spain	5
Turkey	1988	Netherlands	6
Turkey	1988	Switzerland	10
Turkey	1988	Ireland	2
Turkey	1988	Germany	1
Turkey	1988	Greece	3
Turkey	1988	Italy	4
Turkey	1988	France	8
Turkey	1988	Yugoslavia	7
Turkey	1989	Ireland	7
Turkey	1989	United Kingdom	1
Turkey	1989	Norway	5
Turkey	1989	Portugal	4
Turkey	1989	Denmark	6
Turkey	1989	Austria	3
Turkey	1989	Finland	10
Turkey	1989	Spain	2
Turkey	1989	Switzerland	8
Turkey	1989	Yugoslavia	12
Turkey	1990	Spain	10
Turkey	1990	Netherlands	3
Turkey	1990	Iceland	1
Turkey	1990	Denmark	2
Turkey	1990	Switzerland	6
Turkey	1990	France	4
Turkey	1990	Yugoslavia	12
Turkey	1990	Ireland	5
Turkey	1990	Italy	8
Turkey	1990	Austria	7
Turkey	1991	Malta	7
Turkey	1991	Switzerland	2
Turkey	1991	Luxembourg	3
Turkey	1991	Sweden	6
Turkey	1991	Ireland	4
Turkey	1991	Portugal	5
Turkey	1991	Norway	1
Turkey	1991	Israel	12
Turkey	1991	Spain	8
Turkey	1991	Italy	10
Turkey	1992	Spain	1
Turkey	1992	Belgium	4
Turkey	1992	Israel	2
Turkey	1992	Greece	8
Turkey	1992	France	3
Turkey	1992	United Kingdom	10
Turkey	1992	Ireland	12
Turkey	1992	Italy	5
Turkey	1992	Yugoslavia	6
Turkey	1992	Netherlands	7
Turkey	1993	Greece	2
Turkey	1993	Malta	5
Turkey	1993	Austria	4
Turkey	1993	France	7
Turkey	1993	Ireland	1
Turkey	1993	Finland	3
Turkey	1993	Bosnia-Herzegovina	12
Turkey	1993	United Kingdom	8
Turkey	1993	Netherlands	6
Turkey	1993	Norway	10
Turkey	1995	Ireland	5
Turkey	1995	Bosnia-Herzegovina	3
Turkey	1995	Norway	12
Turkey	1995	Austria	4
Turkey	1995	Spain	8
Turkey	1995	Croatia	7
Turkey	1995	France	2
Turkey	1995	Sweden	1
Turkey	1995	Denmark	6
Turkey	1995	Malta	10
Turkey	1996	United Kingdom	3
Turkey	1996	Portugal	5
Turkey	1996	Malta	10
Turkey	1996	Croatia	8
Turkey	1996	Austria	4
Turkey	1996	Norway	2
Turkey	1996	Netherlands	1
Turkey	1996	Ireland	12
Turkey	1996	Poland	7
Turkey	1996	Bosnia-Herzegovina	6
Turkey	1997	Ireland	6
Turkey	1997	Slovenia	10
Turkey	1997	Netherlands	1
Turkey	1997	Italy	5
Turkey	1997	Spain	4
Turkey	1997	Bosnia-Herzegovina	8
Turkey	1997	Malta	12
Turkey	1997	Hungary	3
Turkey	1997	France	2
Turkey	1997	United Kingdom	7
Turkey	1998	Croatia	4
Turkey	1998	Israel	5
Turkey	1998	Malta	10
Turkey	1998	Slovenia	3
Turkey	1998	Ireland	8
Turkey	1998	Portugal	6
Turkey	1998	United Kingdom	12
Turkey	1998	Netherlands	7
Turkey	1998	Sweden	2
Turkey	1998	Belgium	1
Turkey	1999	Croatia	8
Turkey	1999	United Kingdom	4
Turkey	1999	France	2
Turkey	1999	Netherlands	5
Turkey	1999	Iceland	10
Turkey	1999	Sweden	6
Turkey	1999	Ireland	1
Turkey	1999	Israel	3
Turkey	1999	Germany	12
Turkey	1999	Bosnia-Herzegovina	7
Turkey	2000	Netherlands	3
Turkey	2000	United Kingdom	6
Turkey	2000	Estonia	2
Turkey	2000	Malta	5
Turkey	2000	Norway	10
Turkey	2000	Denmark	1
Turkey	2000	Croatia	8
Turkey	2000	Sweden	12
Turkey	2000	Ireland	7
Turkey	2000	Austria	4
Turkey	2001	Israel	7
Turkey	2001	Sweden	8
Turkey	2001	Croatia	10
Turkey	2001	Spain	6
Turkey	2001	France	1
Turkey	2001	Germany	3
Turkey	2001	Estonia	12
Turkey	2001	Malta	2
Turkey	2001	Greece	5
Turkey	2001	Denmark	4
Turkey	2002	United Kingdom	2
Turkey	2002	Austria	12
Turkey	2002	Estonia	8
Turkey	2002	Sweden	4
Turkey	2002	Denmark	1
Turkey	2002	Belgium	10
Turkey	2002	Germany	3
Turkey	2002	Malta	5
Turkey	2002	Romania	7
Turkey	2002	Latvia	6
Turkey	2003	Iceland	8
Turkey	2003	Austria	6
Turkey	2003	Ireland	5
Turkey	2003	Bosnia-Herzegovina	12
Turkey	2003	Croatia	3
Turkey	2003	Russia	10
Turkey	2003	Spain	2
Turkey	2003	Greece	4
Turkey	2003	Belgium	7
Turkey	2003	Romania	1
Turkey	2004	Spain	2
Turkey	2004	Serbia & Montenegro	8
Turkey	2004	Germany	5
Turkey	2004	Albania	6
Turkey	2004	Ukraine	12
Turkey	2004	Bosnia-Herzegovina	7
Turkey	2004	Macedonia	4
Turkey	2004	Greece	10
Turkey	2004	Cyprus	1
Turkey	2004	Sweden	3
Turkey	2005	Hungary	6
Turkey	2005	United Kingdom	1
Turkey	2005	Malta	8
Turkey	2005	Romania	4
Turkey	2005	Moldova	7
Turkey	2005	Albania	2
Turkey	2005	Israel	3
Turkey	2005	Macedonia	5
Turkey	2005	Greece	12
Turkey	2005	Bosnia-Herzegovina	10
Turkey	2006	Moldova	1
Turkey	2006	Russia	5
Turkey	2006	Macedonia	6
Turkey	2006	Romania	3
Turkey	2006	Bosnia-Herzegovina	12
Turkey	2006	Greece	4
Turkey	2006	Finland	7
Turkey	2006	Ukraine	8
Turkey	2006	Croatia	2
Turkey	2006	Armenia	10
Turkey	2007	Ukraine	3
Turkey	2007	Russia	8
Turkey	2007	Bulgaria	6
Turkey	2007	Greece	4
Turkey	2007	Armenia	12
Turkey	2007	Moldova	7
Turkey	2007	Bosnia-Herzegovina	10
Turkey	2007	Georgia	5
Turkey	2007	Romania	2
Turkey	2007	Macedonia	1
Turkey	2008	Albania	1
Turkey	2008	Armenia	10
Turkey	2008	Bosnia-Herzegovina	6
Turkey	2008	Georgia	4
Turkey	2008	Ukraine	8
Turkey	2008	Azerbaijan	12
Turkey	2008	Greece	7
Turkey	2008	Spain	3
Turkey	2008	Russia	5
Turkey	2008	Norway	2
Turkey	2009	Iceland	2
Turkey	2009	Armenia	6
Turkey	2009	Russia	4
Turkey	2009	Azerbaijan	12
Turkey	2009	Bosnia-Herzegovina	8
Turkey	2009	Moldova	7
Turkey	2009	Germany	1
Turkey	2009	Albania	10
Turkey	2009	Norway	3
Turkey	2009	Romania	5
Turkey	2010	Azerbaijan	12
Turkey	2010	Bosnia-Herzegovina	8
Turkey	2010	Greece	3
Turkey	2010	Georgia	5
Turkey	2010	Albania	7
Turkey	2010	Ukraine	1
Turkey	2010	Romania	2
Turkey	2010	Russia	4
Turkey	2010	Armenia	6
Turkey	2010	Germany	10
Ukraine	2003	Iceland	4
Ukraine	2003	Ireland	1
Ukraine	2003	Turkey	2
Ukraine	2003	Portugal	3
Ukraine	2003	Russia	12
Ukraine	2003	Norway	7
Ukraine	2003	Poland	8
Ukraine	2003	Belgium	10
Ukraine	2003	Romania	6
Ukraine	2003	Sweden	5
Ukraine	2004	Serbia & Montenegro	12
Ukraine	2004	Malta	1
Ukraine	2004	Croatia	7
Ukraine	2004	Russia	10
Ukraine	2004	Macedonia	3
Ukraine	2004	Greece	8
Ukraine	2004	Poland	5
Ukraine	2004	Cyprus	4
Ukraine	2004	Turkey	6
Ukraine	2004	Sweden	2
Ukraine	2005	Hungary	2
Ukraine	2005	Malta	10
Ukraine	2005	Norway	6
Ukraine	2005	Moldova	12
Ukraine	2005	Israel	7
Ukraine	2005	Serbia & Montenegro	3
Ukraine	2005	Croatia	8
Ukraine	2005	Russia	4
Ukraine	2005	Switzerland	5
Ukraine	2005	Latvia	1
Ukraine	2006	Latvia	4
Ukraine	2006	Norway	3
Ukraine	2006	Russia	12
Ukraine	2006	Romania	1
Ukraine	2006	Bosnia-Herzegovina	10
Ukraine	2006	Lithuania	5
Ukraine	2006	Finland	7
Ukraine	2006	Ireland	2
Ukraine	2006	Sweden	6
Ukraine	2006	Armenia	8
Ukraine	2007	Serbia	6
Ukraine	2007	Russia	10
Ukraine	2007	Turkey	1
Ukraine	2007	Bulgaria	3
Ukraine	2007	Belarus	12
Ukraine	2007	Armenia	5
Ukraine	2007	Moldova	7
Ukraine	2007	Georgia	8
Ukraine	2007	Romania	2
Ukraine	2007	Slovenia	4
Ukraine	2008	Armenia	7
Ukraine	2008	Israel	5
Ukraine	2008	Croatia	1
Ukraine	2008	Turkey	4
Ukraine	2008	Portugal	3
Ukraine	2008	Georgia	8
Ukraine	2008	Azerbaijan	10
Ukraine	2008	Greece	2
Ukraine	2008	Russia	12
Ukraine	2008	Norway	6
Ukraine	2009	Israel	1
Ukraine	2009	France	3
Ukraine	2009	Armenia	2
Ukraine	2009	Russia	8
Ukraine	2009	Azerbaijan	10
Ukraine	2009	Moldova	7
Ukraine	2009	Estonia	4
Ukraine	2009	Denmark	5
Ukraine	2009	Norway	12
Ukraine	2009	United Kingdom	6
Ukraine	2010	Azerbaijan	12
Ukraine	2010	Spain	4
Ukraine	2010	Belgium	1
Ukraine	2010	Georgia	7
Ukraine	2010	Turkey	8
Ukraine	2010	Romania	2
Ukraine	2010	Russia	10
Ukraine	2010	Armenia	6
Ukraine	2010	Germany	5
Ukraine	2010	Israel	3
Yugoslavia	1975	Netherlands	8
Yugoslavia	1975	Ireland	1
Yugoslavia	1975	Luxembourg	7
Yugoslavia	1975	United Kingdom	12
Yugoslavia	1975	Malta	2
Yugoslavia	1975	Belgium	3
Yugoslavia	1975	Finland	5
Yugoslavia	1975	Spain	4
Yugoslavia	1975	Sweden	6
Yugoslavia	1975	Italy	10
Yugoslavia	1976	United Kingdom	10
Yugoslavia	1976	Switzerland	7
Yugoslavia	1976	Germany	3
Yugoslavia	1976	Israel	8
Yugoslavia	1976	Ireland	1
Yugoslavia	1976	Netherlands	5
Yugoslavia	1976	Italy	6
Yugoslavia	1976	Austria	2
Yugoslavia	1976	Monaco	4
Yugoslavia	1976	France	12
Yugoslavia	1981	Turkey	3
Yugoslavia	1981	Germany	2
Yugoslavia	1981	France	4
Yugoslavia	1981	Ireland	5
Yugoslavia	1981	United Kingdom	10
Yugoslavia	1981	Belgium	8
Yugoslavia	1981	Greece	1
Yugoslavia	1981	Cyprus	6
Yugoslavia	1981	Switzerland	12
Yugoslavia	1981	Sweden	7
Yugoslavia	1982	United Kingdom	6
Yugoslavia	1982	Switzerland	10
Yugoslavia	1982	Cyprus	5
Yugoslavia	1982	Sweden	2
Yugoslavia	1982	Austria	4
Yugoslavia	1982	Belgium	7
Yugoslavia	1982	Spain	1
Yugoslavia	1982	Israel	3
Yugoslavia	1982	Ireland	8
Yugoslavia	1982	Germany	12
Yugoslavia	1983	France	3
Yugoslavia	1983	Sweden	1
Yugoslavia	1983	Italy	8
Yugoslavia	1983	Switzerland	7
Yugoslavia	1983	Netherlands	5
Yugoslavia	1983	Cyprus	6
Yugoslavia	1983	Israel	10
Yugoslavia	1983	Portugal	2
Yugoslavia	1983	Austria	4
Yugoslavia	1983	Luxembourg	12
Yugoslavia	1984	Sweden	4
Yugoslavia	1984	Luxembourg	8
Yugoslavia	1984	Spain	2
Yugoslavia	1984	United Kingdom	1
Yugoslavia	1984	Cyprus	12
Yugoslavia	1984	Denmark	6
Yugoslavia	1984	Netherlands	5
Yugoslavia	1984	Turkey	10
Yugoslavia	1984	Finland	3
Yugoslavia	1984	Portugal	7
Yugoslavia	1986	Luxembourg	5
Yugoslavia	1986	Netherlands	2
Yugoslavia	1986	Turkey	12
Yugoslavia	1986	Spain	4
Yugoslavia	1986	Switzerland	6
Yugoslavia	1986	Ireland	8
Yugoslavia	1986	Belgium	10
Yugoslavia	1986	Germany	1
Yugoslavia	1986	Cyprus	3
Yugoslavia	1986	Sweden	7
Yugoslavia	1987	Belgium	4
Yugoslavia	1987	Italy	12
